"","admin_name","ipum1991","upaz1991","parent","area91","A","admin_name.1","ipum2001","upaz2001","parent.1","area01","B","A_intersect_B","A_intersect_B_perimeter","A_union_B","metric_1","metric_2","metric_3","metric_4","metric_5","pair","ipum2011","upaz2011","area11"
"343...7521","baghai chhari","020084007","208407","020084",1424168032.97044,1424168032.97044,"dighinala",NA,NA,"020046",NA,859429220.89941,5.53308018934573e-05,1376660507.31462,2283597253.8698,5.53308018934573e-05,2.42296673810119e-14,6.43808711036756e-14,3.88513157243474e-14,4.01920456056289e-14,"91_11","020046043","204643",859429220.89941
"348...7522","langadu","020084058","208458","020084",586593866.942837,586593866.942837,"dighinala",NA,NA,"020046",NA,859429220.89941,4.97959554195404e-05,201269866.795659,1446023087.8422,4.97959554195404e-05,3.44364871060583e-14,8.48900035028716e-14,5.7940728810021e-14,2.47408895391659e-13,"91_11","020046043","204643",859429220.89941
"180.1...7523","dighinala","020046043","204643","020046",859429220.89941,859429220.89941,"khagrachhari sadar",NA,NA,"020046",NA,260408065.523733,0,0,1119837286.42314,0,0,0,0,NA,"91_11","020046049","204649",260408065.523733
"181.1...7524","khagrachhari sadar","020046049","204649","020046",260408065.523733,260408065.523733,"khagrachhari sadar",NA,NA,"020046",NA,260408065.523733,260408065.523731,5507861382.8759,260408065.523736,260408065.523731,0.99999999999998,0.99999999999999,0.99999999999999,0.0472793426380241,"91_11","020046049","204649",260408065.523733
"183...7525","mahalchhari","020046065","204665","020046",170427200.252208,170427200.252208,"khagrachhari sadar",NA,NA,"020046",NA,260408065.523733,0,0,430835265.775941,0,0,0,0,NA,"91_11","020046049","204649",260408065.523733
"185...7526","matiranga","020046070","204670","020046",515105434.681417,515105434.681417,"khagrachhari sadar",NA,NA,"020046",NA,260408065.523733,0.000119447848025228,1194898007.00779,775513500.205031,0.000119447848025228,1.5402420202053e-13,4.58694886369953e-13,2.31890094693146e-13,9.99648901619178e-14,"91_11","020046049","204649",260408065.523733
"186.1...7527","panchhari","020046077","204677","020046",341060031.822259,341060031.822259,"khagrachhari sadar",NA,NA,"020046",NA,260408065.523733,7.94304902348823e-06,24357583.9393749,601468097.345985,7.94304902348823e-06,1.3206101967066e-14,3.05023156925388e-14,2.32892988986399e-14,3.26101679183707e-13,"91_11","020046049","204649",260408065.523733
"348.1...7528","langadu","020084058","208458","020084",586593866.942837,586593866.942837,"khagrachhari sadar",NA,NA,"020046",NA,260408065.523733,1.22189521789551e-06,840833.615527531,847001932.466569,1.22189521789551e-06,1.4426120780353e-15,4.69223261360215e-15,2.08303442424941e-15,1.45319501424655e-12,"91_11","020046049","204649",260408065.523733
"63.5...7529","fatikchhari","020015033","201533","020015",754385716.626132,754385716.626132,"lakshmichhari",NA,NA,"020046",NA,242703941.407402,0,0,997089658.033534,0,0,0,0,NA,"91_11","020046061","204661",242703941.407402
"182.1...7530","lakshmichhari","020046061","204661","020046",242703941.407402,242703941.407402,"lakshmichhari",NA,NA,"020046",NA,242703941.407402,242703941.407406,5602958604.95421,242703941.407397,242703941.407406,1.00000000000003,1.00000000000002,1.00000000000002,0.0433171041443718,"91_11","020046061","204661",242703941.407402
"183.1...7531","mahalchhari","020046065","204665","020046",170427200.252208,170427200.252208,"lakshmichhari",NA,NA,"020046",NA,242703941.407402,0,0,413131141.659609,0,0,0,0,NA,"91_11","020046061","204661",242703941.407402
"184.1...7532","manikchhari","020046067","204667","020046",151914606.546435,151914606.546435,"lakshmichhari",NA,NA,"020046",NA,242703941.407402,0,0,394618547.953837,0,0,0,0,NA,"91_11","020046061","204661",242703941.407402
"347.3...7533","kawkhali (betbunia)","020084025","208425","020084",241507397.576381,241507397.576381,"lakshmichhari",NA,NA,"020046",NA,242703941.407402,0,0,484211338.983782,0,0,0,0,NA,"91_11","020046061","204661",242703941.407402
"349...7534","naniarchar","020084075","208475","020084",302894481.335218,302894481.335218,"lakshmichhari",NA,NA,"020046",NA,242703941.407402,0,0,545598422.742619,0,0,0,0,NA,"91_11","020046061","204661",242703941.407402
"181.2...7535","khagrachhari sadar","020046049","204649","020046",260408065.523733,260408065.523733,"mahalchhari",NA,NA,"020046",NA,170427200.252208,0,0,430835265.775941,0,0,0,0,NA,"91_11","020046065","204665",170427200.252208
"182.2...7536","lakshmichhari","020046061","204661","020046",242703941.407402,242703941.407402,"mahalchhari",NA,NA,"020046",NA,170427200.252208,0,0,413131141.659609,0,0,0,0,NA,"91_11","020046065","204665",170427200.252208
"183.2...7537","mahalchhari","020046065","204665","020046",170427200.252208,170427200.252208,"mahalchhari",NA,NA,"020046",NA,170427200.252208,170427200.252207,3168263566.12762,170427200.252208,170427200.252207,0.999999999999995,0.999999999999997,0.999999999999997,0.0537919894273539,"91_11","020046065","204665",170427200.252208
"185.1...7538","matiranga","020046070","204670","020046",515105434.681417,515105434.681417,"mahalchhari",NA,NA,"020046",NA,170427200.252208,4.48822975158691e-05,16493530.9329895,685532634.93358,4.48822975158691e-05,6.54706942146054e-14,2.63351727009831e-13,8.71322538921143e-14,2.72120613216287e-12,"91_11","020046065","204665",170427200.252208
"187.1...7539","ramgarh","020046080","204680","020046",248686735.372109,248686735.372109,"mahalchhari",NA,NA,"020046",NA,170427200.252208,9.94508483832882e-05,563576717.146448,419113935.624218,9.94508483832882e-05,2.37288336010991e-13,5.83538591469643e-13,3.99904113239012e-13,1.76463727754469e-13,"91_11","020046065","204665",170427200.252208
"348.2...7540","langadu","020084058","208458","020084",586593866.942837,586593866.942837,"mahalchhari",NA,NA,"020046",NA,170427200.252208,4.25428152084351e-06,9511355.6703879,757021067.19504,4.25428152084351e-06,5.61976635155839e-15,2.49624561956529e-14,7.25251619662448e-15,4.47284453265536e-13,"91_11","020046065","204665",170427200.252208
"349.1...7541","naniarchar","020084075","208475","020084",302894481.335218,302894481.335218,"mahalchhari",NA,NA,"020046",NA,170427200.252208,0,0,473321681.587425,0,0,0,0,NA,"91_11","020046065","204665",170427200.252208
"63.6...7542","fatikchhari","020015033","201533","020015",754385716.626132,754385716.626132,"manikchhari",NA,NA,"020046",NA,151914606.546435,0,0,906300323.172568,0,0,0,0,NA,"91_11","020046067","204667",151914606.546435
"182.3...7543","lakshmichhari","020046061","204661","020046",242703941.407402,242703941.407402,"manikchhari",NA,NA,"020046",NA,151914606.546435,0,0,394618547.953837,0,0,0,0,NA,"91_11","020046067","204667",151914606.546435
"184.2...7544","manikchhari","020046067","204667","020046",151914606.546435,151914606.546435,"manikchhari",NA,NA,"020046",NA,151914606.546435,151914606.546433,3421843436.05761,151914606.546438,151914606.546433,0.999999999999973,0.999999999999986,0.999999999999986,0.0443955456715628,"91_11","020046067","204667",151914606.546435
"187.2...7545","ramgarh","020046080","204680","020046",248686735.372109,248686735.372109,"manikchhari",NA,NA,"020046",NA,151914606.546435,9.64710488915443e-06,56925649.5090577,400601341.918535,9.64710488915443e-06,2.40815590955166e-14,6.35034715125015e-14,3.87921972385037e-14,1.69468507998656e-13,"91_11","020046067","204667",151914606.546435
"181.3...7546","khagrachhari sadar","020046049","204649","020046",260408065.523733,260408065.523733,"matiranga",NA,NA,"020046",NA,231756593.475972,0,0,492164658.999706,0,0,0,0,NA,"91_11","020046070","204670",231756593.475972
"185.2...7547","matiranga","020046070","204670","020046",515105434.681417,515105434.681417,"matiranga",NA,NA,"020046",NA,231756593.475972,231756593.475922,5281743093.23819,515105434.681468,231756593.475922,0.449920691710884,0.999999999999781,0.449920691710929,0.0438788084510627,"91_11","020046070","204670",231756593.475972
"187.3...7548","ramgarh","020046080","204680","020046",248686735.372109,248686735.372109,"matiranga",NA,NA,"020046",NA,231756593.475972,8.41772458008022e-05,190573153.959701,480443328.847998,8.41772458008022e-05,1.75207440183719e-13,3.6321402786553e-13,3.38487075616832e-13,4.41705686513445e-13,"91_11","020046070","204670",231756593.475972
"180.2...7549","dighinala","020046043","204643","020046",859429220.89941,859429220.89941,"panchhari",NA,NA,"020046",NA,526537098.256455,0,0,1385966319.15587,0,0,0,0,NA,"91_11","020046077","204677",526537098.256455
"181.4...7550","khagrachhari sadar","020046049","204649","020046",260408065.523733,260408065.523733,"panchhari",NA,NA,"020046",NA,526537098.256455,0,0,786945163.780188,0,0,0,0,NA,"91_11","020046077","204677",526537098.256455
"185.3...7551","matiranga","020046070","204670","020046",515105434.681417,515105434.681417,"panchhari",NA,NA,"020046",NA,526537098.256455,185477066.434238,5006358067.73985,856165466.503634,185477066.434238,0.216636939576272,0.360075926104239,0.352258306296776,0.0370483021638867,"91_11","020046077","204677",526537098.256455
"186.2...7552","panchhari","020046077","204677","020046",341060031.822259,341060031.822259,"panchhari",NA,NA,"020046",NA,526537098.256455,341060031.822048,7258046939.85876,526537098.256666,341060031.822048,0.647741693702644,0.999999999999381,0.647741693702904,0.0469906070666285,"91_11","020046077","204677",526537098.256455
"63.7...7553","fatikchhari","020015033","201533","020015",754385716.626132,754385716.626132,"ramgarh",NA,NA,"020046",NA,346558510.143431,0,0,1100944226.76956,0,0,0,0,NA,"91_11","020046080","204680",346558510.143431
"181.5...7554","khagrachhari sadar","020046049","204649","020046",260408065.523733,260408065.523733,"ramgarh",NA,NA,"020046",NA,346558510.143431,0,0,606966575.667164,0,0,0,0,NA,"91_11","020046080","204680",346558510.143431
"182.4...7555","lakshmichhari","020046061","204661","020046",242703941.407402,242703941.407402,"ramgarh",NA,NA,"020046",NA,346558510.143431,0,0,589262451.550832,0,0,0,0,NA,"91_11","020046080","204680",346558510.143431
"183.3...7556","mahalchhari","020046065","204665","020046",170427200.252208,170427200.252208,"ramgarh",NA,NA,"020046",NA,346558510.143431,0,0,516985710.395638,0,0,0,0,NA,"91_11","020046080","204680",346558510.143431
"184.3...7557","manikchhari","020046067","204667","020046",151914606.546435,151914606.546435,"ramgarh",NA,NA,"020046",NA,346558510.143431,0,0,498473116.689866,0,0,0,0,NA,"91_11","020046080","204680",346558510.143431
"185.4...7558","matiranga","020046070","204670","020046",515105434.681417,515105434.681417,"ramgarh",NA,NA,"020046",NA,346558510.143431,97871774.7710339,2406034094.74269,763792170.053814,97871774.7710339,0.128139274803168,0.282410536479186,0.190003382184398,0.0406776341968257,"91_11","020046080","204680",346558510.143431
"187.4...7559","ramgarh","020046080","204680","020046",248686735.372109,248686735.372109,"ramgarh",NA,NA,"020046",NA,346558510.143431,248686735.3719,8207127487.23642,346558510.14364,248686735.3719,0.717589463518946,0.999999999999158,0.71758946351938,0.0303013125796636,"91_11","020046080","204680",346558510.143431
"349.2...7560","naniarchar","020084075","208475","020084",302894481.335218,302894481.335218,"ramgarh",NA,NA,"020046",NA,346558510.143431,0,0,649452991.478648,0,0,0,0,NA,"91_11","020046080","204680",346558510.143431
"3.5...7561","fakirhat","040001034","400134","040001",163476064.179073,163476064.179073,"batiaghata",NA,NA,"040047",NA,248510410.516698,4.08031627338859e-05,540328189.83905,411986474.695731,4.08031627338859e-05,9.90400540794956e-14,2.49597168483269e-13,1.64190959441291e-13,7.55155172378478e-14,"91_11","040047012","404712",248510410.516698
"7.4...7562","rampal","040001073","400173","040001",323801124.509414,323801124.509414,"batiaghata",NA,NA,"040047",NA,248510410.516698,0.00278484584801597,5855302.69835629,572311535.023327,0.00278484584801597,4.86596141715449e-12,1.12061536666644e-11,8.60048232456033e-12,4.75610910567909e-10,"91_11","040047012","404712",248510410.516698
"188.2...7563","batiaghata","040047012","404712","040047",248510410.516698,248510410.516698,"batiaghata",NA,NA,"040047",NA,248510410.516698,248510410.516699,9262272358.4517,248510410.516697,248510410.516699,1.00000000000001,1,1,0.0268303933310638,"91_11","040047012","404712",248510410.516698
"189.1...7564","dacope","040047017","404717","040047",943428309.503142,943428309.503142,"batiaghata",NA,NA,"040047",NA,248510410.516698,0.000147514045238495,5578141.29204808,1191938720.01969,0.000147514045238495,1.23759756068716e-13,5.93593020637592e-13,1.56359570465066e-13,2.64450177066657e-11,"91_11","040047012","404712",248510410.516698
"191...7565","khulna sadar","040047051","404751","040047",19126091.2895379,19126091.2895379,"batiaghata",NA,NA,"040047",NA,248510410.516698,2.70789605565369e-05,172802185.389439,267636501.806209,2.70789605565369e-05,1.01178129193096e-13,1.41581257490647e-12,1.08965095265968e-13,1.56704965828469e-13,"91_11","040047012","404712",248510410.516698
"193...7566","paikgachha","040047064","404764","040047",375310615.687412,375310615.687412,"batiaghata",NA,NA,"040047",NA,248510410.516698,4.01168790364722e-05,115292499.795871,623821026.20407,4.01168790364722e-05,6.43083149674868e-14,1.6142937011396e-13,1.06889806362111e-13,3.47957404926603e-13,"91_11","040047012","404712",248510410.516698
"194.2...7567","rupsa","040047075","404775","040047",86777272.5252989,86777272.5252989,"batiaghata",NA,NA,"040047",NA,248510410.516698,8.153442909665e-06,18877537.56548,335287683.041989,8.153442909665e-06,2.43177525511545e-14,9.39582758525621e-14,3.28092609589776e-14,4.31912418734879e-13,"91_11","040047012","404712",248510410.516698
"472.3...7568","dumuria","040047030","404730","040047",444256382.57258,444256382.57258,"batiaghata",NA,NA,"040047",NA,248510410.516698,7.50042525162698e-06,61531145.6555598,692766793.089271,7.50042525162698e-06,1.08267678625013e-14,3.01815333853911e-14,1.68831007180895e-14,1.21896401760712e-13,"91_11","040047012","404712",248510410.516698
"479.1...7569","phultala","040047069","404769","040047",59478473.0679789,59478473.0679789,"batiaghata",NA,NA,"040047",NA,248510410.516698,2.74547825938397e-05,128695102.509508,307988883.58465,2.74547825938397e-05,8.91421218658816e-14,4.61591920197096e-13,1.10477394233731e-13,2.13331992115328e-13,"91_11","040047012","404712",248510410.516698
"7.5...7570","rampal","040001073","400173","040001",323801124.509414,323801124.509414,"dacope",NA,NA,"040047",NA,943428309.503142,30.0852362322021,8013339.33204447,1267229403.92732,30.0852362322021,2.37409549833391e-08,9.2912698428036e-08,3.18892659136406e-08,3.75439438985124e-06,"91_11","040047017","404717",943428309.503142
"188.3...7571","batiaghata","040047012","404712","040047",248510410.516698,248510410.516698,"dacope",NA,NA,"040047",NA,943428309.503142,0.000147549292497828,5578141.29204808,1191938720.01969,0.000147549292497828,1.23789327437396e-13,5.93734854773474e-13,1.5639693128939e-13,2.64513365246175e-11,"91_11","040047017","404717",943428309.503142
"189.2...7572","dacope","040047017","404717","040047",943428309.503142,943428309.503142,"dacope",NA,NA,"040047",NA,943428309.503142,943428309.503138,60992634054.7841,943428309.503146,943428309.503138,0.999999999999992,0.999999999999996,0.999999999999996,0.0154679056598169,"91_11","040047017","404717",943428309.503142
"192...7573","koyra","040047053","404753","040047",1423887017.7667,1423887017.7667,"dacope",NA,NA,"040047",NA,943428309.503142,0,0,2367315327.26984,0,0,0,0,NA,"91_11","040047017","404717",943428309.503142
"193.1...7574","paikgachha","040047064","404764","040047",375310615.687412,375310615.687412,"dacope",NA,NA,"040047",NA,943428309.503142,1.41549376794976e-06,65035.0683871602,1318738925.19055,1.41549376794976e-06,1.07336921729616e-15,3.7715260607728e-15,1.50037236925319e-15,2.1765084639001e-11,"91_11","040047017","404717",943428309.503142
"467.2...7575","mongla","040001058","400158","040001",1473049385.40676,1473049385.40676,"dacope",NA,NA,"040047",NA,943428309.503142,20.2675444772467,6548265.35907504,2416477674.64236,20.2675444772467,8.38722603975486e-09,2.14828665549803e-08,1.37589035900857e-08,3.09510127734187e-06,"91_11","040047017","404717",943428309.503142
"190...7576","daulatpur","040047021","404721","040047",18608242.5626128,18608242.5626128,"daulatpur",NA,NA,"040047",NA,18608242.5626128,18608242.5626135,342429763.7484,18608242.562612,18608242.5626135,1.00000000000008,1.00000000000004,1.00000000000004,0.0543417790524947,"91_11","040047021","404721",18608242.5626128
"468.1...7577","khan jahan ali","040047048","404748","040047",17838692.6016888,17838692.6016888,"daulatpur",NA,NA,"040047",NA,18608242.5626128,0,0,36446935.1643015,0,0,0,0,NA,"91_11","040047021","404721",18608242.5626128
"469.1...7578","dighalia","040047040","404740","040047",58966862.4900688,58966862.4900688,"daulatpur",NA,NA,"040047",NA,18608242.5626128,0,0,77575105.0526815,0,0,0,0,NA,"91_11","040047021","404721",18608242.5626128
"471...7579","khalishpur","040047045","404745","040047",16613354.0431549,16613354.0431549,"daulatpur",NA,NA,"040047",NA,18608242.5626128,0,0,35221596.6057676,0,0,0,0,NA,"91_11","040047021","404721",18608242.5626128
"472.4...7580","dumuria","040047030","404730","040047",444256382.57258,444256382.57258,"daulatpur",NA,NA,"040047",NA,18608242.5626128,5.24971517985445e-05,124957422.980706,462864625.135141,5.24971517985445e-05,1.13417938956163e-13,2.82117731547742e-12,1.18168593312146e-13,4.20120314154129e-13,"91_11","040047021","404721",18608242.5626128
"188.4...7581","batiaghata","040047012","404712","040047",248510410.516698,248510410.516698,"khulna sadar",NA,NA,"040047",NA,19126091.2895379,2.68678122823445e-05,172802185.389439,267636501.806209,2.68678122823445e-05,1.00389192434592e-13,1.40477277220994e-12,1.08115439616721e-13,1.55483058398789e-13,"91_11","040047051","404751",19126091.2895379
"191.1...7582","khulna sadar","040047051","404751","040047",19126091.2895379,19126091.2895379,"khulna sadar",NA,NA,"040047",NA,19126091.2895379,19126091.289538,473547408.108432,19126091.2895378,19126091.289538,1.00000000000001,1.00000000000001,1.00000000000001,0.0403889683736978,"91_11","040047051","404751",19126091.2895379
"194.3...7583","rupsa","040047075","404775","040047",86777272.5252989,86777272.5252989,"khulna sadar",NA,NA,"040047",NA,19126091.2895379,0,0,105903363.814837,0,0,0,0,NA,"91_11","040047051","404751",19126091.2895379
"470...7584","sonadanga","040047085","404785","040047",8467141.52792861,8467141.52792861,"khulna sadar",NA,NA,"040047",NA,19126091.2895379,0,0,27593232.8174665,0,0,0,0,NA,"91_11","040047051","404751",19126091.2895379
"472.5...7585","dumuria","040047030","404730","040047",444256382.57258,444256382.57258,"khulna sadar",NA,NA,"040047",NA,19126091.2895379,2.10114415557224e-05,20552885.2798858,463382473.862097,2.10114415557224e-05,4.53436259265502e-14,1.09857478131016e-12,4.72957561893657e-14,1.0223110414714e-12,"91_11","040047051","404751",19126091.2895379
"189.3...7586","dacope","040047017","404717","040047",943428309.503142,943428309.503142,"koyra",NA,NA,"040047",NA,1423887017.7667,0,0,2367315327.26984,0,0,0,0,NA,"91_11","040047053","404753",1423887017.7667
"192.1...7587","koyra","040047053","404753","040047",1423887017.7667,1423887017.7667,"koyra",NA,NA,"040047",NA,1423887017.7667,1423887017.76669,115881801256.434,1423887017.7667,1423887017.76669,0.999999999999993,0.999999999999997,0.999999999999997,0.012287408396559,"91_11","040047053","404753",1423887017.7667
"193.2...7588","paikgachha","040047064","404764","040047",375310615.687412,375310615.687412,"koyra",NA,NA,"040047",NA,1423887017.7667,4.78343572467566e-05,600974784.734693,1799197633.45406,4.78343572467566e-05,2.6586494088993e-14,1.27452715823516e-13,3.35942084237713e-14,7.95946160501119e-14,"91_11","040047053","404753",1423887017.7667
"387...7589","assasuni","040087004","408704","040087",280759073.21332,280759073.21332,"koyra",NA,NA,"040047",NA,1423887017.7667,3.84636223316193e-07,111231.067286583,1704646090.98002,3.84636223316193e-07,2.25639929221356e-16,1.3699867965583e-15,2.70131139982916e-16,3.45799274158891e-12,"91_11","040047053","404753",1423887017.7667
"392...7590","shyamnagar","040087086","408786","040087",1772285535.84881,1772285535.84881,"koyra",NA,NA,"040047",NA,1423887017.7667,1.78627669811249e-06,323825.654495034,3196172553.6155,1.78627669811249e-06,5.58879931589381e-16,1.25450732805626e-15,1.00789441767744e-15,5.51616795432088e-12,"91_11","040047053","404753",1423887017.7667
"188.5...7591","batiaghata","040047012","404712","040047",248510410.516698,248510410.516698,"paikgachha",NA,NA,"040047",NA,375310615.687412,4.01297235015363e-05,115292499.795871,623821026.20407,4.01297235015363e-05,6.43289049516724e-14,1.61481055936849e-13,1.06924029921284e-13,3.48068812564454e-13,"91_11","040047064","404764",375310615.687412
"189.4...7592","dacope","040047017","404717","040047",943428309.503142,943428309.503142,"paikgachha",NA,NA,"040047",NA,375310615.687412,1.41508826345671e-06,65035.0683871602,1318738925.19055,1.41508826345671e-06,1.07306172315512e-15,3.77044561040423e-15,1.49994254910791e-15,2.17588494722962e-11,"91_11","040047064","404764",375310615.687412
"192.2...7593","koyra","040047053","404753","040047",1423887017.7667,1423887017.7667,"paikgachha",NA,NA,"040047",NA,375310615.687412,4.77866269648075e-05,600974784.734693,1799197633.45406,4.77866269648075e-05,2.6559965440299e-14,1.27325540412126e-13,3.35606873077323e-14,7.951519461154e-14,"91_11","040047064","404764",375310615.687412
"193.3...7594","paikgachha","040047064","404764","040047",375310615.687412,375310615.687412,"paikgachha",NA,NA,"040047",NA,375310615.687412,375310615.687411,17067468693.1361,375310615.687413,375310615.687411,0.999999999999996,0.999999999999998,0.999999999999998,0.0219898230039436,"91_11","040047064","404764",375310615.687412
"387.1...7595","assasuni","040087004","408704","040087",280759073.21332,280759073.21332,"paikgachha",NA,NA,"040047",NA,375310615.687412,7.5330026447773e-06,928236.902012952,656069688.900724,7.5330026447773e-06,1.14820159690645e-14,2.68308431088663e-14,2.00713817566284e-14,8.11538803126811e-12,"91_11","040047064","404764",375310615.687412
"393.1...7596","tala","040087090","408790","040087",336165299.658022,336165299.658022,"paikgachha",NA,NA,"040047",NA,375310615.687412,0.289600447736489,745662665.483534,711475915.055834,0.289600447736489,4.07041814920415e-10,8.61482276817676e-10,7.71628714008163e-10,3.88379975479521e-10,"91_11","040047064","404764",375310615.687412
"472.6...7597","dumuria","040047030","404730","040047",444256382.57258,444256382.57258,"paikgachha",NA,NA,"040047",NA,375310615.687412,0,0,819566998.259992,0,0,0,0,NA,"91_11","040047064","404764",375310615.687412
"3.6...7598","fakirhat","040001034","400134","040001",163476064.179073,163476064.179073,"rupsa",NA,NA,"040047",NA,86777272.5252989,0,0,250253336.704372,0,0,0,0,NA,"91_11","040047075","404775",86777272.5252989
"5.5...7599","mollahat","040001056","400156","040001",210199192.795978,210199192.795978,"rupsa",NA,NA,"040047",NA,86777272.5252989,0,0,296976465.321277,0,0,0,0,NA,"91_11","040047075","404775",86777272.5252989
"188.6...7600","batiaghata","040047012","404712","040047",248510410.516698,248510410.516698,"rupsa",NA,NA,"040047",NA,86777272.5252989,8.15339280595096e-06,18877537.56548,335287683.041989,8.15339280595096e-06,2.43176031161571e-14,9.39576984696532e-14,3.28090593428202e-14,4.31909764590298e-13,"91_11","040047075","404775",86777272.5252989
"191.2...7601","khulna sadar","040047051","404751","040047",19126091.2895379,19126091.2895379,"rupsa",NA,NA,"040047",NA,86777272.5252989,0,0,105903363.814837,0,0,0,0,NA,"91_11","040047075","404775",86777272.5252989
"194.4...7602","rupsa","040047075","404775","040047",86777272.5252989,86777272.5252989,"rupsa",NA,NA,"040047",NA,86777272.5252989,86777272.5252992,2536714454.56018,86777272.5252987,86777272.5252992,1.00000000000001,1,1,0.0342085300019883,"91_11","040047075","404775",86777272.5252989
"195.1...7603","terokhada","040047094","404794","040047",189672795.122358,189672795.122358,"rupsa",NA,NA,"040047",NA,86777272.5252989,0,0,276450067.647657,0,0,0,0,NA,"91_11","040047075","404775",86777272.5252989
"470.1...7604","sonadanga","040047085","404785","040047",8467141.52792861,8467141.52792861,"rupsa",NA,NA,"040047",NA,86777272.5252989,0,0,95244414.0532275,0,0,0,0,NA,"91_11","040047075","404775",86777272.5252989
"471.1...7605","khalishpur","040047045","404745","040047",16613354.0431549,16613354.0431549,"rupsa",NA,NA,"040047",NA,86777272.5252989,0,0,103390626.568454,0,0,0,0,NA,"91_11","040047075","404775",86777272.5252989
"5.6...7606","mollahat","040001056","400156","040001",210199192.795978,210199192.795978,"terokhada",NA,NA,"040047",NA,189672795.122358,0,0,399871987.918336,0,0,0,0,NA,"91_11","040047094","404794",189672795.122358
"194.5...7607","rupsa","040047075","404775","040047",86777272.5252989,86777272.5252989,"terokhada",NA,NA,"040047",NA,189672795.122358,0,0,276450067.647657,0,0,0,0,NA,"91_11","040047094","404794",189672795.122358
"195.2...7608","terokhada","040047094","404794","040047",189672795.122358,189672795.122358,"terokhada",NA,NA,"040047",NA,189672795.122358,189672795.12236,5771863692.65191,189672795.122356,189672795.12236,1.00000000000002,1.00000000000001,1.00000000000001,0.0328616206518927,"91_11","040047094","404794",189672795.122358
"271.3...7609","kalia","040065028","406528","040065",283743883.180934,283743883.180934,"terokhada",NA,NA,"040047",NA,189672795.122358,0,0,473416678.303292,0,0,0,0,NA,"91_11","040047094","404794",189672795.122358
"469.2...7610","dighalia","040047040","404740","040047",58966862.4900688,58966862.4900688,"terokhada",NA,NA,"040047",NA,189672795.122358,0,0,248639657.612427,0,0,0,0,NA,"91_11","040047094","404794",189672795.122358
"470.2...7611","sonadanga","040047085","404785","040047",8467141.52792861,8467141.52792861,"terokhada",NA,NA,"040047",NA,189672795.122358,0,0,198139936.650287,0,0,0,0,NA,"91_11","040047094","404794",189672795.122358
"471.2...7612","khalishpur","040047045","404745","040047",16613354.0431549,16613354.0431549,"terokhada",NA,NA,"040047",NA,189672795.122358,0,0,206286149.165513,0,0,0,0,NA,"91_11","040047094","404794",189672795.122358
"51.4...7613","nasirnagar","020012090","201290","020012",309300585.900129,309300585.900129,"austagram",NA,NA,"030048",NA,298053073.303508,0,0,607353659.203638,0,0,0,0,NA,"91_11","030048002","304802",298053073.303508
"144.5...7614","baniachong","060036011","603611","060036",487894230.272392,487894230.272392,"austagram",NA,NA,"030048",NA,298053073.303508,0,0,785947303.5759,0,0,0,0,NA,"91_11","030048002","304802",298053073.303508
"147.5...7615","lakhai","060036068","603668","060036",189828623.658279,189828623.658279,"austagram",NA,NA,"030048",NA,298053073.303508,0,0,487881696.961787,0,0,0,0,NA,"91_11","030048002","304802",298053073.303508
"196.3...7616","austagram","030048002","304802","030048",298053073.303508,298053073.303508,"austagram",NA,NA,"030048",NA,298053073.303508,298053073.303509,13481188232.1973,298053073.303507,298053073.303509,1.00000000000001,1,1,0.0221088132714937,"91_11","030048002","304802",298053073.303508
"197.2...7617","bajitpur","030048006","304806","030048",183661028.792305,183661028.792305,"austagram",NA,NA,"030048",NA,298053073.303508,0,0,481714102.095814,0,0,0,0,NA,"91_11","030048002","304802",298053073.303508
"205.2...7618","mithamain","030048059","304859","030048",214617926.232478,214617926.232478,"austagram",NA,NA,"030048",NA,298053073.303508,0,0,512670999.535986,0,0,0,0,NA,"91_11","030048002","304802",298053073.303508
"206...7619","nikli","030048076","304876","030048",194511683.196001,194511683.196001,"austagram",NA,NA,"030048",NA,298053073.303508,0,0,492564756.499509,0,0,0,0,NA,"91_11","030048002","304802",298053073.303508
"51.5...7620","nasirnagar","020012090","201290","020012",309300585.900129,309300585.900129,"bajitpur",NA,NA,"030048",NA,183661028.792305,0,0,492961614.692435,0,0,0,0,NA,"91_11","030048006","304806",183661028.792305
"52.3...7621","sarail","020012094","201294","020012",237526626.445843,237526626.445843,"bajitpur",NA,NA,"030048",NA,183661028.792305,5.89364843162979e-06,9178969.7978493,421187655.238143,5.89364843162979e-06,1.3992927756388e-14,3.208981497264e-14,2.48125800455199e-14,6.42081689059563e-13,"91_11","030048006","304806",183661028.792305
"196.4...7622","austagram","030048002","304802","030048",298053073.303508,298053073.303508,"bajitpur",NA,NA,"030048",NA,183661028.792305,0,0,481714102.095814,0,0,0,0,NA,"91_11","030048006","304806",183661028.792305
"197.3...7623","bajitpur","030048006","304806","030048",183661028.792305,183661028.792305,"bajitpur",NA,NA,"030048",NA,183661028.792305,183661028.792305,6445957913.97024,183661028.792306,183661028.792305,0.999999999999997,0.999999999999998,0.999999999999998,0.0284924337458454,"91_11","030048006","304806",183661028.792305
"198.1...7624","bhairab","030048011","304811","030048",116445420.590228,116445420.590228,"bajitpur",NA,NA,"030048",NA,183661028.792305,0,0,300106449.382533,0,0,0,0,NA,"91_11","030048006","304806",183661028.792305
