"name","bgmea_num","capacity","product_type","machine","fac_type","upazila","Latitude","Longitude","fac_ad","date_est","machine_pred","predicted_date","exist91","exist01"
"rahman knit garrments ltdunit-2",2613,"24000",NA,434,"1",NA,23.63177,90.47145,"hariharpara, panchabati, narayanganj fatullah",1998,0,0,0,1
"rao garments pvt ltd",553,"32000",NA,115,"0",NA,22.34169,91.82748,"pedrollo plaza, 2nd floor, 5, jubilee road chittagong",1986,0,0,1,1
"razaul and brothers pvt ltd",2458,"50000",NA,150,"0",NA,23.81425,90.34965,"66, chiriakhana road, section # 2 dhaka mirpur",1997,0,0,0,1
"recent garment and kniting indsltd",842,"60000",NA,250,"1",NA,23.86283,90.39957,"singapore plaza (4th & 6th floor), sector # 3, 17,mymensingh road dhaka uttara",1991,0,0,1,1
"rider fashions ltd",2908,"38000",NA,122,"0.5",NA,23.77705,90.41638,"na, dhaka",1999,0,0,0,1
"robintexbangladesh ltd ",2392,"412500",NA,100,"1",NA,23.78383,90.56302,"vulta, narayanganj rupganj",1996,0,0,0,1
"roshawa knitwears ltdunit-2",1991,"195000",NA,108,"1",NA,23.62398,90.45489,"dharmagonj, enayet nagar narayanganj fatullah",1995,0,0,0,1
"rupa knitwear pvl ltd",3087,"x",NA,500,"1",NA,23.93235,90.38661,"kunia, gazipur board bazar",2000,0,0,0,1
"rupashi fabnics complex pvt ltd",2221,"1080000",NA,56,"1",NA,23.64473,90.49329,"lamapara, kutubpur, narayanganj fatullah",1995,0,0,0,1
"saapparel ltd",2920,"36000",NA,120,"0",NA,22.35685,91.78318,"golden star building, 176, dewanhat chittagong",1999,0,0,0,1
"sbdesigns ltd",3013,"x",NA,50,"0.5",NA,23.71818,90.41922,"1/f, folder street, dhaka wari",1999,0,0,0,1
"sfapparels ltd",1136,"5500",NA,147,"0",NA,23.69789,90.53283,"nayabari (2nd & 3rd floor), kanchpur narayanganj sonargaon",1992,0,0,0,1
"sfdenim apparels ltd",2746,"100000",NA,227,"0",NA,23.75535,90.40097,"430/431/b, tejgaon i/a, dhaka tejgaon",1998,0,0,0,1
"smsyndicate",2277,"124000",NA,60,"1",NA,23.77064,90.36799,"31/1, babar road, block # b, dhaka mohammadpur",1996,0,0,0,1
"smiproductions pvt ltd",2698,"50000",NA,82,"0",NA,23.82857,90.36884,"plot # 4-6, road # 2, section # 7 dhaka mirpur",1998,0,0,0,1
"srapparels ltd",2427,"65000",NA,76,"0",NA,23.9504063,90.3779433,"al-haj narul islam sopping complex, baliara, national university gazipur",1991,0,0,1,1
"sscotton fabrics ltd",2550,"x",NA,90,"1",NA,23.62119,90.48917,"191, chowdhury complex, narayanganj masdair",1997,0,0,0,1
"saascotexbdltd",2971,"x",NA,153,"0",NA,23.82006,90.36083,"plot # 27, holding # 1/a, milk vita road, section # 7 dhaka mirpur",1999,0,0,0,1
"sabit sports weat ltd",2674,"40000",NA,200,"0",NA,23.70158,90.42295,"plot # 33/a/13/1, satish sarker road, gandaria dhaka sutrapur",1998,0,0,0,1
"sadal fashions ltd",2472,"20000",NA,142,"0",NA,22.33905,91.8103,"768, askarabad, d.t. road chittagong north agrabad",1997,0,0,0,1
"shtabdi garments ltd",642,"30000",NA,158,"0",NA,22.36913,91.83316,"70, muradpur,, chittagong",1985,0,0,1,1
"savar sportswear coltd",2840,"7500",NA,748,"0",NA,23.95014,90.27326,"1-4, 8-16 depz, dhaka savar",1997,0,0,0,1
"scan trade ltd ",2713,"12000",NA,29,"1",NA,23.77705,90.41638,"na, dhaka",1998,0,0,0,1
"segyebd ltd ",2267,"250000",NA,1800,"0",NA,23.95014,90.27326,"dhaka export processing zone, plot # 73-76, ganakbari dhaka savar",1995,0,0,0,1
"seha design bdltd",2884,"x",NA,185.238576627578,"0",NA,23.81854,90.36367,"plot # 4, road # 1, section # 11 dhaka mirpur",1999,1,0,0,1
"shah azam textile pvt ltd",2487,"24000",NA,60,"0",NA,22.3402,91.81461,"86, dewanhat, chittagong",1997,0,0,0,1
"shahnawaz and brothers ltdgarment div",1010,"72000",NA,150,"0",NA,23.73897,90.38657,"2/b, elephant road, dhaka dhanmondi",1992,0,0,0,1
"shahriyar fabric indsltd",2503,"42000",NA,165,"1",NA,23.92666,90.26435,"palashbari, ashulia dhaka savar",1997,0,0,0,1
"shams knitting and sweater industry ltd",2615,"30000",NA,200,"1",NA,22.28004,91.79211,"1677, air port road, south halisahar chittagong bandar",1998,0,0,0,1
"shanf fabrics ltd",2360,"60000",NA,59,"0.5",NA,22.39478,91.88114,"plot # 64/65, bscic i/a chittagong kalurghat",1996,0,0,0,1
"shawon textile indspvi ltd unt-2",2028,"720000",NA,101,"1",NA,23.62378,90.50004,"10, new boatkhal, narayanganj b.b. road",1995,0,0,0,1
"she and he appareis ltd",1878,"30000",NA,160,"0",NA,23.87585,90.37954,"22, sekandar market, dhaka uttara",1994,0,0,0,1
"shetheld ltd",1292,"40000",NA,80,"0",NA,23.69882,90.42201,"7 & 8, a.c. roy road, armanitola dhaka old dhaka",1992,0,0,0,1
"shezads ltd unit-ll",2629,"x",NA,180,"1",NA,24.0221867,90.304945,"telirchala, mouchak, gazipur kaliakoir",1998,0,0,0,1
"shita apparelspvlltd",1245,"60000",NA,120,"0",NA,23.79671,90.35435,"misco super market, 4, darussalam road, section -1 dhaka mirpur",1992,0,0,0,1
"shikha garments",1331,"15000",NA,80,"0",NA,23.82447,90.23398,"fatema complex, ford nagar, singair manikganj singair",1992,0,0,0,1
"shimrail apparels",3082,"30000",NA,100,"0",NA,23.70443,90.51043,"shimrail, narayanganj siddirganj",2000,0,0,0,1
"shoronika fashions wear indsltd",402,"72000",NA,425,"0",NA,23.75592,90.39097,"32, airport road, 51, kazi nazrul islam avenue dhaka kawran bazar",1984,0,0,1,1
"shovon silk and knitting mills pviltd",2313,"142652",NA,250,"1",NA,23.6212,90.48445,"west masdair, narayanganj fatullah",1992,0,0,0,1
"sidko ltdgarments division",181,"72000",NA,186,"0",NA,23.79382,90.41414,"plot # 36, road # 46, gulshan north c/a dhaka gulshan",1985,0,0,1,1
"sigma garments industries lig",1200,"50000",NA,150,"0",NA,22.32445,91.81172,"40, agrabad c/a, (3rd floor) chittagong",1992,0,0,0,1
"silk route apparelsltd",3031,"48000",NA,294,"1",NA,23.90104,90.40882,"18, shalakchura, gazipur tongi",2000,0,0,0,1
"smart apparelspte ltd ",18,"162000",NA,611,"0.5",NA,23.90104,90.40882,"239, auchopara, gazipur tongi",1985,0,0,1,1
"smooth apparels",2704,"x","st, jac,tr",105,"0",NA,23.81789,90.36424,"plot # m-4/3, section # 7 dhaka mirpur",1998,0,0,0,1
"softex cotton pvt ltdunit-2",3095,"x",NA,488,"1",NA,23.82929,90.36369,"1, harunabad, section # 12, pallabi dhaka mirpur",2000,0,0,0,1
"softex cotton pvt ltd",1844,"60000",NA,440,"1",NA,23.82929,90.36369,"1, harunabad, section # 12, pallabi dhaka mirpur",1994,0,0,0,1
"southern cross intl",1584,"36000",NA,115,"0",NA,23.79684,90.3504,"220, mazar road, secend colony, section # 1 dhaka mirpur",1993,0,0,0,1
"stage ii knittig apparel",2870,"x",NA,60,"1",NA,23.79277,90.34853,"holding # 220, plot # 26/1 (3rd & 4th fl), 2nd colony, mazar road, sec-1 dhaka mirpur",1999,0,0,0,1
"standard stiches ltd",1913,"x","pa",30,"0",NA,23.9960813,90.3218558,"jarun, gazipur konabari",1994,0,0,0,1
"starlight apparels ltd",2844,"x",NA,100,"1",NA,23.9999405,90.4202724,"ibrahim tower, plot # 313-315, chandona wareless gate gazipur chondona",1998,0,0,0,1
"starlight knitwear ltdunit-2",3099,"50000",NA,50,"0",NA,23.7635,90.40368,"123, north begunbari, tejgaon i/a (4th floor) dhaka tejgaon",2000,0,0,0,1
"sterling fashions wear lld",1389,"30000",NA,143,"0",NA,23.75139,90.41357,"474, d.i.t road, dhaka malibagh",1993,0,0,0,1
"stylo knitweatpyltd",1837,"80000",NA,200,"0",NA,23.9999405,90.4202724,"nanduain # 2, koultia union, vowel, mirzapur gazipur joydevpur",1994,0,0,0,1
"shubarna garments ltd",337,"30000",NA,95,"0.5",NA,22.35591,91.77628,"68/v, sagarica road (ground floor), chittagong pahartoli",1985,0,0,1,1
"suhcheon company bdltd",2997,"156000",NA,400,"1",NA,23.9909981,90.2561215,"south panishail (opposite of bksp), zirani bazar gazipur joydevpur",1999,0,0,0,1
"suman fashions garmentsltd",307,"60000",NA,250,"0",NA,23.74081,90.38978,"136, elephant road, ananta plaza (2nd floor) dhaka elephant road",1985,0,0,1,1
"sunfiower garments ltd",318,"56000",NA,207,"0",NA,22.3402,91.81461,"103, dewanhat, chittagong nasirabad",1985,0,0,1,1
"super dresses pvlltd",1196,"100000",NA,200,"0",NA,22.36959,91.81762,"90, bayezid bostami road, chittagong",1992,0,0,0,1
"super knitting and dyeing millsltd",1840,"180000",NA,450,"1",NA,22.39197,91.81603,"supper knitting complex, baizid bostami road chittagong nasirabad i/a",1994,0,0,0,1
"supertex merchandising coltd",2659,"60000",NA,250,"0",NA,23.85149,90.41756,"dhakhin khan road, gawire dhaka uttara",1998,0,0,0,1
"sweater manufacturing coltd",2933,"60000",NA,408,"1",NA,23.81033,90.41252,"10, ganda, dhaka savar",1998,0,0,0,1
"sweaters apparel ltd",2979,"x",NA,185.238576627578,"1",NA,24.015632,90.4469497,"harinchala, konabari gazipur joydevpur",1999,1,0,0,1
"sweaters boutiqe ltd ",2471,"160000",NA,480,"1",NA,24.407929,90.3866074,"mamarishpur, mallikpur, mymensingh valuka",1997,0,0,0,1
"tkmgarments ltd",2042,"50000",NA,130,"0",NA,22.34121,91.8363,"alif bipani bitan (3rd & 4th floor), 30, nazir ahmed chowdhury road chittagong",1995,0,0,0,1
"tausif appareis",2575,"45000",NA,100,"0",NA,23.77776,90.40574,"g.p. ka 15/5 rasulbagh, dhaka mohakhali",1998,0,0,0,1
"texport ltd",1101,"90000",NA,205,"0",NA,23.77421,90.39845,"52, shahid tajuddin ahmed sarani (5th fl), rasulbag dhaka mohakhali",1992,0,0,0,1
"tax-style garments ltd",2169,"48000",NA,100,"0",NA,23.78588,90.3766,"85/2-3 shahid habib road, west kafrul dhaka cantonment",1995,0,0,0,1
"textile fashions ltd",2798,"104000",NA,233,"0",NA,23.9504063,90.380132,"holding # 6/1, chaydana (plot # 168), national university gazipur gazipur sadar",1998,0,0,0,1
"the best denim apparel ltdunit-1",485,"30000",NA,300,"0",NA,23.81649,90.36699,"plot # 14, road # 4, section # 7 dhaka mirpur",1985,0,0,1,1
"the delta composite knitting indsltd",3032,"750000",NA,300,"1",NA,23.9845353,90.3219053,"kashimpur, gazipur konabari",1999,0,0,0,1
"the lucky apparel inti pteltd",363,"48000",NA,144,"0",NA,22.33706,91.83269,"rifal club complex, k.c. dey road chittagong",1985,0,0,1,1
"the new deita apparels ltd",1219,"x",NA,185.238576627578,"0",NA,23.76616,90.35887,"plot # 6, 8 & 10, road # 1/a, turag housing dhaka mohammadpur",1992,1,0,0,1
"the sweaterfactorycoltd",2501,"92000",NA,700,"1",NA,24.2065898,90.4189718,"1, c & b bazar, kewa, beraiderchala gazipur sreepur",1997,0,0,0,1
"titas garments international ltd",288,"60000",NA,200,"1",NA,23.76227,90.38936,"house # 79, block - c, bir uttam ziaur rahman sarak dhaka banani",1985,0,0,1,1
"ts sweater ltd ",2661,"60000",NA,220,"1",NA,23.77044,90.38265,"50, begum rokeya sarani, shewrapara dhaka mirpur",1998,0,0,0,1
"us garments indsltd",289,"30000",NA,180,"0",NA,22.32445,91.81172,"75, agrabadh ba/a, chittagong double mooring",1985,0,0,1,1
"utgarments ltd",2241,"36000",NA,125,"0",NA,22.33298,91.84829,"285, asadgonj, chittagong",1995,0,0,0,1
"unique sweater indsltd",1982,"72000",NA,340,"1",NA,23.77906,90.35951,"24/ka, shahid minar road, kalyanpur dhaka mirpur",1995,0,0,0,1
"united fashions bdltd",1824,"200000",NA,80,"0",NA,22.28425,91.78229,"hossin complex, south hali-shahar, airport road chittagong",1994,0,0,0,1
"unitex appareis",2651,"x",NA,25,"0.5",NA,22.34024,91.80826,"656, dt road, chittagong kadamtali",1998,0,0,0,1
"universal iextie allince ltc2",732,"80000",NA,105,"0",NA,23.78613,90.37576,"holding # h-84, hazi shahabuddin mansion, new aairport road dhaka banani",1989,0,0,1,1
"univogue garments coltdunt-ii",2436,"60000",NA,300,"0",NA,22.29294,91.77662,"plot # 182, section # 1 chittagong cepz",1991,0,0,1,1
"univogue garments coltdunt-iii",2437,"60000",NA,300,"0",NA,22.29294,91.77662,"plot # 1 & 2, section # 1, chittagong cepz",1996,0,0,0,1
"univogue garments company ltd ",424,"60000",NA,300,"0",NA,22.29025,91.77244,"plot # 1-5, sector 1/a chittagong cepz",1985,0,0,1,1
"vertex apparels ltd",2879,"120000",NA,170,"0.5",NA,22.35837,91.78067,"68/y, sagarika road, chittagong pahartali",1998,0,0,0,1
"vigro attires ltd",3063,"50000",NA,72,"0",NA,23.81152,90.24839,"nagarchar, rajfulbaria bazar dhaka savar",2000,0,0,0,1
"v-mark fashions wearpvlltd",1119,"240000",NA,90,"0.5",NA,22.39515,91.88245,"3520/a, kalurghat road, chittagong chandgaon",1992,0,0,0,1
"v-teac garmentspvlltd",2800,"10000",NA,115,"0",NA,23.62378,90.50004,"73/1, b.b. road, wali super market narayanganj",1998,0,0,0,1
"western dressesltd",1179,"45000",NA,192,"0",NA,23.953676,90.3779667,"kunia, targas, gazipur k.b. bazar",1992,0,0,0,1
"western dresses ltdunit-2",3100,"60000",NA,41,"0",NA,23.7635,90.40368,"123, north begun bari, tejgaon i/a dhaka tejgaon",2000,0,0,0,1
"winter fair outer wear mfg coltd",3200,"x","sh,wb,st",59,"0",NA,23.80944,90.36137,"house # 1, lane # 2, block - a, section # 10 dhaka mirpur",2000,0,0,0,1
"wrightgarments pvt ltd",2321,"50000",NA,150,"0",NA,23.77028,90.3585,"16-17, chayaneer housing, ring road dhaka mohammadpur",1996,0,0,0,1
"young internationalbdltd",2719,"60000",NA,900,"0.5",NA,22.29294,91.77662,"plot # 30-36, sector # 5, south halishahar chittagong cepz",1994,0,0,0,1
"youngonecepz ltd ",781,"12500",NA,1650,"0",NA,22.28784,91.7789,"plot # 11-16, sector # 2 chittagong cepz",1989,0,0,1,1
"youngone sports wearcepzltd",2228,"140000",NA,2458,"0",NA,22.28784,91.7789,"plot # 3 - 6, sector # 2 chittagong cepz",1995,0,0,0,1
"youngonesbangladeshltd",2,"60000",NA,263,"0",NA,22.32762,91.81572,"jahan building # 2, 24, arabad c/a chittagong agrabad",1980,0,0,1,1
"youngones bdltdunit-2",2282,"156000",NA,210,"1",NA,23.9999405,90.4202724,"42, chandana (3rd & 4th floor), gazipur joydevpur",1996,0,0,0,1
"yunusco apparels ltd",1072,"18000",NA,315,"0.5",NA,22.39515,91.88245,"472, kalurghat i/a, chittagong",1992,0,0,0,1
"ziapparels ltd",75,"60000","Shirts, Jeckets, Shorts",150,"0",NA,23.79148,90.40039,"house # 84, new airport road, dhaka banani",1985,0,0,1,1
"zmapparels ltd ",2578,"100000","Knit Items, Panties",96,"0.5",NA,22.39017,91.81209,"212, baizid bostami road, nasirabad i/a chittagong",1997,0,0,0,1
"zhsan apparelsbdltd",2351,"60000",NA,200,"0.5",NA,22.35125,91.79428,"1370, d.t. road, dhaniala para chittagong",1996,0,0,0,1
"zilani appareis ltd ",1356,"84000",NA,241,"0",NA,23.76382,90.42063,"391, d.i.t road, west rampura dhaka rampura",1993,0,0,0,1
"4 star fashions ltd",3081,"18000","shirts, pullovers",152,"1","Rampura",23.759108,90.421705,"385/1, East Rampura (6th Floor),Rampura,Dhaka",1998,0,0,0,1
"4 you clothing ltd",2914,"80000","shirts, ledies shirts",167,"0","Kafrul",23.802142,90.3738497,"167/1, Senpara Parbata,Section # 10,Mirpur,Dhaka",1999,0,0,0,1
"786 garments and textiles",674,"30000","NA",55,"0","Lalbagh",23.7232373,90.3874284,"127, Azimpur Road,Lalbagh,Old Dhaka,Dhaka",1987,0,0,1,1
"a and h enterprises ltd",2190,"100000","knit items",150,"1","Sonargaon",23.7133326,90.5175125,"Tatki,Tarabo,Rupganj,Narayanganj",1992,0,0,0,1
"abm apparels ltd",1283,"30000","Shirts, Tracksuit, Trousers",105,"0","Uttara",23.8680559,90.4001427,"177, Dakhin Khan,Azampur,Uttara,Dhaka",1992,0,0,0,1
"abm fashions ltd",1095,"89000","Shirts, Ledies Shirts, Infant Wears",130,"0","Rampura",23.7593442,90.4203057,"380/6-1 East Rampura,TV Avenue,Rampura,Dhaka",1992,0,0,0,1
"afm sweaters ltd",1983,"30000","Sweaters, Cardingans",180,"1","Gazipur Sadar",23.9664327,90.3724617,"Sung Sonda, Sharifpur,Gazipur Sadar,Gazipur",1995,0,0,0,1
"ag dresses ltd ",2276,"100000","Shirts, Ledies Shirts, Nightwears",137,"0","Gazipur Sadar",23.9133268,90.4223881,"Plot # 9, Block - C, Tongi I/A,Himardighi,Tongi,Gazipur",1992,0,0,0,1
"ah garments ltd",700,"15000","Shirts, Overalls, Jogging Suits",164,"0","New Market",23.7389542,90.3878989,"115, New Elephant Road,Elephent Road,Dhaka",1988,0,0,1,1
"akb fashions wear pvt ltd",1303,"46000","Shirts, Jeckets, Jogging Suits",120,"0","Chandgaon",22.3951524,91.8824544,"69/70, BSCIC Industrial State,Kalurghat,Chittagong",1992,0,0,0,1
"aqm apparels pvt ltd",1548,"36000","Shirts, Blouses, Overalls",330,"0","Adabor",23.7747664,90.3645471,"2/Q, Ring Road,Shamoli,Dhaka",1993,0,0,0,1
"as fashions ltd",3195,"x","st, jac,pa",1685,"0","Shyampur",23.6927717,90.4301942,"Setu Market (2nd Floor),16/1, Natun Jurain,Postagola,Dhaka",2000,0,0,0,1
"asr apparels ltd",2573,"216000","T-Shirts, Cripper",75,"0","Double Mooring",22.3297149,91.8074586,"768, DIT Road,Double Mooring,Chittagong",1998,0,0,0,1
"aaa fashions pvt ltd",1144,"30000","Jakets, Shorts, Jogging Suits",165,"0","Khilkhet",23.8344837,90.4183223,"G.P. Ka -77/1 Khilkhet,Cantonment,Dhaka",1992,0,0,0,1
"ab sweaters ltd",2770,"X",NA,185.238576627578,"1","Narayanganj Sadar",23.6927384,90.5212109,"North Azibpur,Siddirganj,Narayanganj",1998,1,0,0,1
"aba fashions ltd",3016,"x","wb,pa,jo",147,"0","Gazipur Sadar",23.9010413,90.4088223,"Sena Kalyan Comm. Complex (6th Floor),Plot # 9, Block-F,Tongi,Gazipur",1999,0,0,0,1
"aba garments ltd",1404,"55000","X",180,"0","Gazipur Sadar",23.9010413,90.4088223,"Sena Kalyan Comm. Complex (6th & 8th Floor),Plot # 9, Block-F,Tongi,Gazipur",1993,0,0,0,1
"aba sweater ltd",3183,"45000","X",185.238576627578,"1","Pallabi",23.8253064,90.3724815,"Safura Khatun Super Market,142 Senanibus Road, Section-12,Mirpur,Dhaka",2000,1,0,0,1
"abc garments ltd",60,"45000","Jackets, Ladies Gowns, shorts, pants",148,"0","mirpur",23.7922419,90.3485008,"26, Mirpur Road,Mirpur Road,Dhaka",1984,0,0,1,1
"abedin fashions wear ltd",1721,"60000","Jackets, Jogging Suits, pants",303,"0","Gazipur Sadar",23.9999405,90.4202724,"Chandana (East),Joydevpur,Gazipur",1994,0,0,0,1
"abedin garments ltd",34,"70000","Fashion Wear, Night Wears, Skirts",220,"0","Tejgaon Ind. Area",23.7721179,90.4036083,"228/A, Tejgaon I/A,Tejgaon,Dhaka",1985,0,0,1,1
"ably garments ltd",1339,"45000","Jackets, Dresses, Play Suits",160,"0.5","kotwali",22.3362178,91.8242668,"JBC Shopping Centre (4th Floor),22-23, Station Road,Chittagong",1992,0,0,0,1
"aboni fashions ltd",3011,"X","X",61,"0","Savar",23.8009923,90.2614174,"Plot # 23-24, Tetuljhora,Hemayetpur,Savar,Dhaka",2000,0,0,0,1
"absolute quality wear ltd ",2454,"40000","Shirts, Blouses, Shorts",44,"0","Kafrul",23.8007498,90.3789552,"M-15 & M-18,Section # 14,Mirpur,Dhaka",1997,0,0,0,1
"acme apparels pvt ltd",1164,"60000","Shirts, Overalls, Shorts",205,"0.5","Patenga",22.2945805,91.7765511,"CEPZ Lane, Omarshah Para,South Middle Halishahar,Bandar,Chittagong",1995,0,0,0,1
"acme textile and garments inds pvt ltd",582,"143000","Polo Shirts, Shorts",175,"0","Panchlaish",22.3660998,91.8336977,"Abdul Hamid Road,4/1, Sulak Bahar,Panchalaish,Chittagong",1984,0,0,1,1
"active apparels pvt ltd",1307,"60000","Shirts, Ladies Blouses",115,"0","Gulshan",23.7777571,90.4057408,"G.P. KA-29, Mohakhali (South),Mohakhali,Dhaka",1992,0,0,0,1
"actor sporting ltd ",2225,"X","X",185.238576627578,"0","Savar",23.9473238,90.2817309,"SFB-1 (2nd Floor),DEPZ, Ganokbari,Savar,Dhaka",1995,1,0,0,1
"add fashions ltd ",2318,"25000","Blouses, Jackets, Jogging Suit",65,"0",NA,22.356851,91.7831819,"Chittagong",1996,0,0,0,1
"adhunik poshak shilpa ltd",1566,"35000","Shirts, Overalls, Shorts",150,"0","Mohammadpur",23.754763,90.3658706,"Civil Engineer Tower, Inds. Plot # 1,Block - E, Avenue # 1, Section # 11,Mirpur,Dhaka",1994,0,0,0,1
"aditi apparels ltd",1055,"35000","Shirts, Jackets, Trousers",75,"0","mirpur",23.7918946,90.3495377,"26/A/B, 2nd Colony,Section # 1,Mirpur,Dhaka",1992,0,0,0,1
"adonis garments pvt ltd",538,"60000","Shirts, Jackets, Jogging Suit",175,"0","Gulshan",23.7949222,90.4131624,"42, Sabera Market,Gulshan North C/A,Gulshan-2,Dhaka",1985,0,0,1,1
"adorn garments ltd",710,"180000","Shirts, Jackets, Shorts",125,"0","Kalabagan",23.7502964,90.3870857,"69/A Green Rood,Green Road,Dhaka",1994,0,0,0,1
"adorn garments ltd",2164,"530000","Shirts, Blouses, Trousers",122,"0","Kalabagan",23.7502964,90.3870857,"69/A Green Rood,Green Road,Dhaka",1994,0,0,0,1
"afco abedin garments ltd",73,"65000","Shirts, Children Wears, Outer Wears",200,"0",NA,23.7923316,90.4005152,"House # 84, New Airport Road,Banani,Dhaka",1985,0,0,1,1
"agami fashions ltd ",2426,"100000","Jackets, Jogging Suits",152,"0","Savar",23.8946743,90.2696336,"62, Kathgara, Bishmail,Zirabo Road, Ashulia,Savar,Dhaka",1997,0,0,0,1
"ags apparels ltd",94,"z1324890","Fleece Jackets, Track Suits, Night Wears",260,"0","Mohammadpur",23.7575183,90.3607505,"Sat Masjid Super Market (2nd floor),Plot # Gha, Block # D,Mohammadpur,Dhaka",1985,0,0,1,1
"ahmed fashions ",764,"220000","Infants Wear, T-Shirt, Night wear",143,"0.5","Mirpur",23.797427,90.353002,"34/1, Darus Salam Road,Section # 1,Mirpur,Dhaka",1990,0,0,1,1
"ajax sweater ltd",2956,"X","Sweaters",200,"1","Savar",23.9101983,90.3172039,"Zirabo,Savar,Dhaka",1999,0,0,0,1
"ak fashions ltd",3160,"150000","Knit Items, Sports wears",60,"1","Narayanganj Sadar",23.6821653,90.4950746,"Mizmizi,Siddirganj,Narayanganj",1998,0,0,0,1
"akil design ltd",3154,"X","Shirts",71,"0","Kafrul",23.7944882,90.3802291,"262/1, Ibrahimpur,Cantonment,Dhaka",2000,0,0,0,1
"albatross ltd ",298,"45000","X",100,"0","Mohammadpur",23.7643432,90.3639384,"12/3, Tajmahal Road,Mohammadpur,Dhaka",1985,0,0,1,1
"albion apparels ltd",1084,"35000","Blouses, Jackets, trousers",83,"0","Rampura",23.7524989,90.4159591,"98/B, Malibagh Chowdhury para,Malibagh,Dhaka",1992,0,0,0,1
